id,name,website_url,x,y,category_id,year_founded,total_funding,hq_country,hq_city,contact_person,description,user_group
s529,Frost Hub,https://frost-hub.io,395,256.7,cat10,2018,23068585,USA,Sydney,Blake White,Frost Hub provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s530,Iris Core,https://iris-core.io,422.4,253.3,cat10,2017,70269745,Canada,Chicago,Alex Taylor,Iris Core provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s531,Prime Plus,https://prime-plus.io,415.9,260.8,cat10,2017,139929996,USA,Toronto,Finley Thompson,Prime Plus provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s532,Vector Zone,https://vector-zone.io,407.7,299.8,cat10,2022,32234745,USA,San Francisco,Taylor Davis,Vector Zone provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s533,Luma Data,https://luma-data.io,322,262.4,cat10,2021,23019455,USA,Los Angeles,Alex Wilson,Luma Data provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s534,Vault Port,https://vault-port.io,426.3,291.5,cat10,2019,1239326,Australia,Tel Aviv,Alex Martin,Vault Port provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s535,Quantum Labs,https://quantum-labs.io,389.3,221.3,cat10,2017,36654977,USA,Philadelphia,Quinn Williams,Quantum Labs provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s536,Crest Lite,https://crest-lite.io,353.9,281.8,cat10,2022,79067558,USA,London,Cameron White,Crest Lite provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s537,Nexus Data,https://nexus-data.io,369.1,208.3,cat10,2023,4214167,USA,Philadelphia,Jamie Moore,Nexus Data provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s538,Smart Tide,https://smart-tide.io,380,277.7,cat10,2020,15068651,Singapore,Chicago,Cameron Thomas,Smart Tide provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s539,Iris Node,https://iris-node.io,394.3,251.4,cat10,2017,501701,USA,Paris,Morgan Martin,Iris Node provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s540,Frost Rise,https://frost-rise.io,371.4,299.2,cat10,2017,9185395,USA,San Diego,Robin Moore,Frost Rise provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s541,Ember X,https://ember-x.io,318.3,243.4,cat10,2019,2559672,USA,London,Finley Lee,Ember X provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s542,Ember Now,https://ember-now.io,369.9,267.6,cat10,2018,19578345,USA,Berlin,Drew Thomas,Ember Now provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s543,Prism IQ,https://prism-iq.io,382.1,246.2,cat10,2017,357106,USA,Sydney,Drew Thompson,Prism IQ provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s544,Kite Node,https://kite-node.io,350,241.6,cat10,2022,30778956,USA,Seattle,Jordan Martin,Kite Node provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s545,Drift Zone,https://drift-zone.io,412,248.8,cat10,2022,1374371,USA,Seattle,Riley Miller,Drift Zone provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s546,Luma Signal,https://luma-signal.io,340.4,222.9,cat10,2020,2503804,USA,Amsterdam,Jordan Miller,Luma Signal provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s547,Bolt Now,https://bolt-now.io,372.3,215.9,cat10,2022,2650399,UK,Berlin,Pat Jackson,Bolt Now provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s548,Data Port,https://data-port.io,381.1,292.3,cat10,2016,155075928,Germany,Austin,Robin Garcia,Data Port provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s549,Cipher Cloud,https://cipher-cloud.io,397.6,251.8,cat10,2019,5248844,USA,Portland,Jordan Wilson,Cipher Cloud provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s550,Pulse OS,https://pulse-os.io,409.8,247.6,cat10,2018,21500702,USA,Tel Aviv,Chris Davis,Pulse OS provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s551,Prime Tide,https://prime-tide.io,363.2,249.1,cat10,2022,1104501,USA,Amsterdam,Pat Martinez,Prime Tide provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s552,Drift Logic,https://drift-logic.io,425.6,260.7,cat10,2019,42227024,Singapore,Toronto,Riley Lee,Drift Logic provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s553,Warp Lite,https://warp-lite.io,351.5,216.6,cat10,2017,18202635,UK,Portland,Alex Martin,Warp Lite provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s554,Zenith Lite,https://zenith-lite.io,360.1,246.1,cat10,2019,489474,Singapore,London,Alex Davis,Zenith Lite provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s555,Nova Core,https://nova-core.io,382.4,256,cat10,2016,316441,UK,Paris,Robin Johnson,Nova Core provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s556,Lens Bridge,https://lens-bridge.io,394,468.6,cat11,2022,13567103,USA,Paris,Finley Anderson,Lens Bridge provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
s557,Iris Rise,https://iris-rise.io,426.7,522.8,cat11,2023,38550997,Israel,Seattle,Jordan Johnson,Iris Rise provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s558,Drift Link,https://drift-link.io,393.5,474.2,cat11,2016,2064466,Israel,Paris,Jamie Thomas,Drift Link provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s559,Zenith Go,https://zenith-go.io,414.7,514,cat11,2016,2919995,Australia,San Diego,Skyler Rodriguez,Zenith Go provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s560,Pulse Port,https://pulse-port.io,443.4,560.7,cat11,2023,5151658,USA,San Diego,Skyler Lee,Pulse Port provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s561,Pulse Grid,https://pulse-grid.io,423.5,561.4,cat11,2018,44723587,USA,London,Sam Taylor,Pulse Grid provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s562,Flow Zone,https://flow-zone.io,420.9,522.6,cat11,2021,12909339,USA,Los Angeles,Alex Martinez,Flow Zone provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s563,Terra Node,https://terra-node.io,397.3,503.8,cat11,2019,443540,USA,Austin,Robin Williams,Terra Node provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s564,Ember Pro,https://ember-pro.io,443.4,523.6,cat11,2021,19210438,Canada,Chicago,Riley Jackson,Ember Pro provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s565,Prime Zone,https://prime-zone.io,418.4,498.1,cat11,2023,65334283,USA,Seattle,Emery White,Prime Zone provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s566,Orbit Go,https://orbit-go.io,423.2,535.1,cat11,2023,10177135,Canada,Los Angeles,Taylor Davis,Orbit Go provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s567,Prime Labs,https://prime-labs.io,476.3,527,cat11,2020,463984,USA,Paris,Riley Williams,Prime Labs provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s568,Haven Rise,https://haven-rise.io,453.4,515.7,cat11,2019,9963648,USA,Portland,Drew Brown,Haven Rise provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s569,Terra Stack,https://terra-stack.io,446.6,499.3,cat11,2019,2388008,USA,Denver,Jamie Smith,Terra Stack provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s570,Mint 360,https://mint-360.io,370.6,516.1,cat11,2017,403929,USA,Portland,Emery Taylor,Mint 360 provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,SMB
s571,Umbra Wise,https://umbra-wise.io,441.3,490.3,cat11,2019,260310,UK,Chicago,Morgan Smith,Umbra Wise provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s572,Spark Go,https://spark-go.io,397.4,503.6,cat11,2016,530104,USA,Chicago,Pat Miller,Spark Go provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Consumer
s573,Kite View,https://kite-view.io,428.7,534.8,cat11,2023,4552818,Israel,Chicago,Robin Miller,Kite View provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s574,Orbit Nexus,https://orbit-nexus.io,411.6,477.9,cat11,2018,6121672,USA,Los Angeles,Riley Miller,Orbit Nexus provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Developer
s575,Glint Code,https://glint-code.io,427.4,509.2,cat11,2023,64599536,Australia,Paris,Quinn Thompson,Glint Code provides innovative solutions for modern businesses. Our platform helps companies streamline operations and drive growth. Trusted by teams worldwide.,Enterprise
